text,profanity_class
крайне полезная информация ведется приятно без лишней духоты интересные задания и преподаватели действительно заинтересованные в своей работе,0
помимо коммуникативных навыков дает неплохой толчок для развития и логики а так же психологии общения,0
сами знания вроде как полезны однако преподаватель читает лекции совершенно индифферентно общается со студентами как со школьниками душит требованиями писать конспекты лекций в тетради от руки  на элективе лол  крайне неэффективно работает и в практической части пар,0
очень скучно преподаватель кажется весьма умело разбирающимся в теме однако сам электив полностью состоял из заданий читайте текст что интересного прочли с электива не запомнилось абсолютно ничего,0
прохожу в данный момент крайне интересная тематика преподаватель умело рассказывает и постоянно усиленно подкрепляет практикой,0
этот курс проходит в рамках ниу вшэ все прекрасно весь семестр мы решали тестики и не парились надеялись на автомат а под конец семестра пришло письмо о том что нужно пройти тестирование с прокторингом вот это подстава века просто потому что никто лекции никакие не смотрел и просто искал ответы в интернете за сертификат от ниу вшэ спасибо конечно но осадочек неприятный остался,0
преподша марандина елена леонидовна электив проходил в соцгуме электив нормальный смотрите презентации записываете лекции и иногда делаете мини проверочные по ощущениям как подготовка к огэ по русскому преподша хорошая добрая разрешает сдавать домашку позже срока домашка в основном такая поставить ударения в  словах расставить буквы и все такое короче рил школа считаю это плюсом в конце семака было несколько маленьких зачетов по типу поставьте правильно ударение в сложных словах и все такое если не будете говорить на парах сдавать домашку и записывать лекции никаких проблем не будет,0
проходит в соцгуме преподы супер у нас было несколько преподов   вроде все классные общаются на легке много не требуют основные требования ходить на пары и домашку делать электив изи советую да и довольно познавательно на парах разговариваем о сортировке мусора выбросах вредных веществ в атмосферу почву воду и все такое,0
я вообще в восторге препод супер добрый улыбчивый рассказывает с интересом все что нужно делать ходить на пары и отвечать на семинарах из домашки в основном было прочитать тексты которые скидывал препод на семинарах обсуждаем тему лекции каждый может высказываться делиться мнением задавать вопросы иногда на семинарах делились на команды читали философские тексты и рассказывали преподу и другим командам как поняли суть рассуждаем и все такое если пропускали много в конце семака пишете с другими прогульщиками коллективное эссе на определенную тему ну препод вообще классный рил одно удовольствие было к нему ходить очень душевный человек за один семинар можно было получить до  баллов самое главное говорите задавайте вопросы не молчите на семинарах и все будет супер,0
я считаю что каждый электив должен позволять получить зачет автоматом  практических встреч на  ознакомительной начинают выдавать задания то есть остается  встреч за каждое заданиепрезентация максимум  баллов    баллов за весь семестр возможно еще ставят баллы за лекции но в модеусе их нет за одну встречу успевают выступить от   групппо   человека из  возможность закрыться автоматом просто улетучивается на обсуждение умного города ушло  встречи все остальные затрагивают абсолютно другие темы но связанные с городами преподаватель считает свое субъективное мнение приоритетным в советском прошлом все было лучше а мы все тупеем сейчас смеется и издевается над странами европы без топливных ресурсов ненавидит сша и доллар агитирует всех переезжать на север и развивать его запрещает обсуждать проблемы российских городов,0
преподаватель часто отменяет занятия поэтому если ваша цель много прогуливать то подходит идеально а знаний касаемо темы получите около ,0
не очень интересно на лекциях на практиках студенты делают презентации по заданной теме иногда какие либо проекты или интерактивные игры преподаватель задает вопросы на понимание классный препод,0
ведет его у нас адутов артем ренатович позитианый челоаек в целом о чем рассказывает да обо всем что было в школьно физике только чуть более подробно перерывы часто устраиваются не по расписанию но для всех так даже лучше объясняют понятно в конце каждой пары письменное задание небольшое из дз посмотреть како то ролик по физике или написать эссе,0
ведут его  преродавателя федорова надежда константиновна и еще один практик имя еще не называли федорова ведет лекции про общения и средства общения между людьми а практик рассказывает саму суть общения и не только между людьми но и между живоными в целом довольно интересно но первые  пары будут немного нудные из за объема материала но сама надежда константиновна довольно позитивный человек и любит слегка отходить от темы объясняется все с примерами из мифов и фильмов и книг что круто из дз просмотр коротких фильмов и чтение статей,0
электив сам по себе скучноватый я не считаю что полученные знания помогут мне в дальнейшем преподаватель очень тихо ведет лекцию преподаватель не пытается как то ухудшить процесс обучения,0
на элективах читали и обсуждали ирландские саги не слишком заинтересовал,0
отвратный электив преподши подлизывают друг другу жопупроект не интересныймного выдумывают ненужной  на сдачу,0
мкэ немного душит в плане теории в плане практики душат задания с презентациями и таблицами а также за короткий промежуток времени приходится иногда шерстить   страниц одного и того же учебника в поисках иногда незаметной информации но музыкантам может понравиться хотя бы поначалу,0
будет интересно познавать язык большие данные потребуют нескольких презентаций в течение семестра но в целом это интересный опыт радует что преподавательница не сильно строгая я успеваю на паре покушать,0
ужасный электив такой же как и преподаватели каждую практическую пару одно и то же а именно разбор педагогических ситуаций и разборов терминов  по типу что такое умения что такое навыки и тд причем тут цифровой мир неизвестно далее практические занятия это вообще ужас какой то почему преподаватель имеет право черкать твой конспект и ставить н за неверный  по ее мнению ответ на вопрос программа по элективу совершенно не соответсвет тематике какой коллоквиум по элективу у меня по профильным парам нет коллоквиум хотя я учусь по педагогической специальности самый главный минус преподаватели по лекциям и практикам разные и они не могут договорится между собой сколько баллов должен получить студент за пару это как возможно почему в сердине семестра выясняется что за лекцию предусмотрены баллы,0
все легко без напряга смотришь видосики решаешь тесты моок дисциплина смотреть видео и решать тесты было очень интересно без каких либо ответов и тд было легко набрать  баллов все элективы должны быть такими,0
очень интересный электив почти как философия во  семестре темы интересные домашки нет никакойпросто небольшие тексты читать но самое главное это очень добрый отзывчивый и интересный преподаватель,0
все пары проходили до жути скучно было неинтересно слушать рассказы препода про его поездки и величайшие заслуги в конце просила сделать доклад с презентацией по стране при этом просила распечатать по госту этот докладна  стр и больше со всеми методикамисодержанием и тд полезного из этого электива было мало что взято приятней было бы посмотреть тоже видео из орла и решки,0
вела электив очень приятная женщина каждая пара проходила в комфортной обстановке материал преподносился очень легко доступно и наглядно,0
обучение проходило в рамках программы  вся необходимая информация была размещена на авторском сайте преподавателя преподаватель всегда готов помочь при работе с программой отвечает на все вопросы в ближайшее время,0
задания направлены на офисных работников не увидела практического применения для себя лекции были не очень интересные но тесты решались легко одним из плюсов можно отметить то что к каждой лекции был конспект в пдф файле минус практические задания которые не понятно было как выполнять их никто так и не проверил и зачет было получить очень легко,0
довольно интересный электив для тех кто интересуется строением и функциями мозга человека к сожалению я проходила этот электив онлайн тесты были достаточно сложные ответы в интернете было сложно найти после прохождения тестов по лекциямкаждую неделю был дедлайн нужно было пройти онлайн прокторингсидеть с камерой и включенным микрофоном и решать тест но в целом электив был полезен для моей специальности,0
самый худший электив в моей жизниотобрал у меня последние нервные клетки и времякаждый понедельник был днем слезпотому что осилить уровень математики якобы для гуманитариев я была не в силахпри томчто не плохо соображала у разных преподавателей были разные требованияя попала к томуу кого они завышены очень много задавалось на домневероятно сложные порой заданиябыло такоечто за  выполненых задания с ошибкой где то в расчетах в началея получила возможности получить допбаллы не предоставлялосьтакже как и перерешать заданияотношение было наплевательскоетемы никто не разжевывалвсе приходилось разбирать дома самой чрезмерный контроль на контрольных работах,0
нужно будет много покупать альбом с плотными листами несколько цветов маркеров уметь рисовать не надо но лучше иметь хорошую фантазию также нужно будет выступать перед всеми показывая и рассказывая свой скрайбинг и не на  а пытаясь заинтересовать аудиторию препода он будет всячески перебивать если ему будет скучно но в целом баллы не жадничает если все будете первыми сдавать то может на месяц раньше поставить автомат,0
если вам нравятся восточные языки то вы точно не пожалеете яна лаоши  интересные задания и реально начинаешь запоминать фразы и иероглифы но для того чтобы достигать хоть каких то результатов нужно делать домашкув основном прописывать иероглифы выполнять задания из учебника,0
полное несоответствие название и содержания по факту весть семестр будете изучать диалекты зачет поставят всем даже тем кто ходил один два раза от силы домашки не проверяют,0
не напряжный электив просто посещаете и будет вам зачет,0
изучали ошибки при создании реклам психологию потребителей как сделать хорошую рекламу,0
рассматриваем вопросы пола и гендера достаточно интересно смотрели мультики фильмы как дома так и на парах обсуждали это все,0
в целом интересно смотрели видео читали и радовали с текстами все было связано  с  из плюсов можно было не ходить на пары а просто делать и отправлять дз,0
изучаем времена разговариваем играем в игры нет домашки,0
ничего не делаем в конце  проекта можно брать с  нужно просто понимать что происходит и будет зачет,0
анализируем данные на яп  на автомат выйти сложно проверяет задания и выставляет соответственно знаниям если вы понимаете что происходит будет зачет,0
лекции ходила к одному преподавателю а практики к другому практика вообще чудо тестики всякие разные очень интересно и не сильно энергозатратно задали как то посмотреть первую серию сериала вообще крутой сериал посмотрела все сезоны но мне кажется зависит от преподавателя,0
честно говоря выбирала его основываясь на предыдущем опыте моей подруги которая на этот момент учится на третьем курсе порекомендовали мне его учитывая предпочтения преподователя который уже уволился его основным движением было ничего не делать но в связи с тем что произошла замена курс могу рекомендовать на весенний период обучения так как электив направлен на прогулки и процесс фотосъемки,0
электив рассчитан на людей которые любят выходить и выступать просидеть на нем не получится поэтому он подойдет не для всех суть электива в том чтобы научиться более профессионально владеть речью схематично писать тексты выступлений для научных докладовформальных поздравленийведущей деятельности на мероприятиях и прочего прикольно и интересно но практически нет текстовых заданий процентов  баллов получаются из выступлений обычно это выглядит так приходим на лекцию слушаем материал о том как нужно правильно писать определенную речь и как выступать с ней обычно на примерах выступлений например илона маска или цукенберга в качестве домашнего пишем эту речь сами а на следующей практике выходим к доске и выступаем с ней теория аргументации тоже есть но ее значительно меньше чем именно риторики будет две три практики на эту тему тоже естественно с выступлением короче мне понравилось очень многое зависело от преподавателя и она сделала электив действительно интересным советую,0
элина олеговна топэто препод электив подойдет тем что любит поговорить или тем кто очень боиться публичных выступлений но очень хочет научиться выступать на публике,0
прикольный электив многому научит закрыться лешко,0
данный электив проводит вшэ стоит начать с того что лекции очень скучные объемные мало информации зрительно фиксируется многих преподавателей из лекций сложно воспринимать тесты которые необходимо пройти по итогу лекций нереально сложные не на все тестовые вопросы есть ответы в лекциях поэтому там предложен список доплитературы если студент не имеет глубоких знаний в биологии психологии то тесты точно дадутся трудно по итогу курса был обязательным итоговый тест с прокторингом минус нервы сразу итоговый тест составлен не из старых вопросов по лекциям что еще больше усугубляет ситуацию,0
я сглупила и записалась на этот эллектив как биолог и скажу такбиологам там делать точно нечего если вы хорошо готовились к егэ а вот не биологам может быть интересно отчет будете сдавать на каждой паре на лекциях ответы на вопросы на практике мини презенташки в конце курса сдаете лист со списком мер по генетической охране человекаобщества это несложно и большую презентацию преподавательница норм можно договориться отработать пары но иногда может начинать нести какую нибудь православную или про рождение детей или про свою жизнь дичь но это бывает нечасто слава богу,0
кароч платонов душный но если ты будешь к нему хорошо относится то там проблем не будет решать логические задачи аргументировать свои ответы исходя из знаний полученных на логике все это здорово однако ты должен быть готов к тому что это сложный лично для меня и интереснейший электив лично для меня а если будут проблемы с платоном тут я даже удивлюсь моя подруга однажды подошла и знаешь что сказала платонову мне не нужен этот предмет вы не правильно меня обучаете ну или типо того я  сижу а платонов отшутился и сказал что конкуренция за баллы все на свои места раставит да я  от его независимости от ее мнения вообще  ему было мб потому что зачет и типо он  только на экзе мб еще что то бтв там был зачет у нас очень простой ну почти решение логических задач я про стаканчики задачу решил и он меня похвалил говорит задача номер  из  а решил ее тип только  человек так вот я вторым стал вы бы его видели я думал у него инфаркт а потом понял это  гордость у него на лице за меня видимо ну кароч электив  простите за выражения если задеанонят больше писать отзывов не буду бб,0
классный электив полезен как для полных новичков в веб программировании так и для студентов имикна которые уже прошли свои профильные предметы по данной специализации лабораторные работы дают в зависимости от имеющихся знаний так что электив будет интересно проходить как новичку в данном направлении так и для бывалого преподаватель барская г б чудесный ответит на любой даже глупый вопрос и как человек тоже прекрасный,0
проходит онлайн заданий немного дедлайнов нет делаешь просто в течение семестра когда тебе удобно и все видео уроки чуть чуть нудноватые а так норм мне понравилось,0
если ценитель искусства понравится мне показались уроки скучноватыми и нудными но система легкая просто решаешь тестики и все ответы находятся в гугле легко либо же все таки нужно будет пробежаться по лекциям единственное что не очень то приятно проходить прокторинг но и с этим можно легко справиться,0
понравилось все как велись лекции как проводились практические занятия много полезной информации по верстке  сайтов,0
крутой электив где учат как правильно нужно выступать на публике и общаться в целом,0
электив на котором учат искусству спора и публичным выступлениям придется много говорить на разные острые темы довольно интересная штука,0
лучший электив и преподаватель в мире весь курс ты сидишь и делаешь свою визуальную новеллу а преподаватель указывает на недочеты и ржет с ваших больных идей вместе с вами ограничений нет никаких можете делать что угодно разве что совсем в чернуху уходить не стоит,0
интересный моок лекции были информативные тесты соответвовали пройденным темам,0
очень необычный электив было интересно приходить на каждое занятие преподаватели понятно объясняли материал,0
было много информации но не все было понятно,0
было много новой информации для меня попробовали работать с большими данными предобратавывать данные вычислять корреляцию и смотреть распределения данных и тд интересный полезный познавательный электив,0
было интересно но моментами сложно потому что группы были смешанными те студент с б и а находились в одной группе соответственно кто то выполнял задание быстрее а кому то требовалось больше временизнаний для этого,0
полезный электив мы научились писать макросы в  и  на языке   упрощает однотипную работу с большими документами казалось бы что несложно разобраться самостоятельно но обычно на это не хватает времени преподаватель хорошо и понятно объяснял материал,0
на элективе вы выполняете задания на взаимодействие с группой которые предоставляются преподавателями всем советую данный электив,0
эллектив не для всех мне кажется больше подходит для гуманитариев либо технарей которые увлекаются искусством некоторые задания требуют понимания сложных очень сложных текстов связанных с психологией поэтому отбитым технарям будет тяжко если ходить на все пары и сдавать вовремя работы можно получить автомат легко но экзамен совершенно не страшный и преподавательница сама желает быстрее отделаться от вас чтобы его не сдать надо быть совсем дубовым честное слово если вы с ипипа с изо то возможно к вам будет предвзятое отношение потому что это почти ваш профиль а так преподаватель приятная пары интересные даже очень но если вас интересует эта тема конечно же,0
кайфы ловлю при беседе с гуманитарием,0
кайфы ловлю,0
преподаватель потрясающая женщина очень любит работать со студентами в зависимости от ур подготовки в целом группы подбирает определенную индивидуальную программу полезно будет тем кто хочет совместить изучение английского с интересующей темой психология и логопедия очень здорово построены занятия задания всегда разнообразные не успеваешь устать постоянно практикуешь общение на англ если проходите всю запланированную встречу раньше то и отпускают пораньше не держат до последнего для подготовки к занятием необходимо будет затрачивать определенное время,0
в принципе сам электив был достаточно информативен я бы даже сказала несколько переполнен информацией преподаватель дала сразу огромную кучу литературы а на парах мы слушали истории из ее практики жизни  иногда затрагивали какие то отдельные фрагменты определенных тем несколько занятий было в виде лекций с презентациями было очень много домашних обязательных заданий тесты эссе или дополнительных вот прям даже не успеваешь все это конкретно для меня не хватило структурированности и системности потому что огромная глыба ответсвенности по изучению легла на тебя в виде литературы и заданий и планирования всего этого за такой короткий срок обучения все это прочесть и изучить не реально но сама даваемая литература очень полезна если вы представляете что с ней делать в дальнейшем и зачем вам это,0
важно понимать зачем вам этот электив нужен только тогда вам будет интересно информация была всегда актуальна история психологии пола и гендера исторические справки как сми влияет на формирование нашей картины мира стереотипов и тд зачем нужны стереотипы и откуда берутся о воспитании детей как предоставлять им информацию когда задания были всегда легкие и интересные единственное нам не повезло с аудиторией  в соцгуме поэтому было тяжело концентрироваться там и не уставать ужасный свет мало места нет окон очень много было бесед и разговоров со студентами во время занятий  очень хороший установился контакт часто разбирали какие то свои ситуации в данной сфере всегда обсуждали каждую тему фрагмент подаваемая информация всегда была максимально практичной можно было прям сразу начать применять в жизни даже бытовой,0
это супер скучный элективесли ты не с игипа или тебе неинтересна налоговая сфера,0
очень легко закрыться  вы можете обучиться  моделированию,0
в целом легкий и интересный электив но на итоговым проектом стоит немного попотеть  есть возможность понять основы  моделирования,0
в принципе ничего сложного просто смотрите в основном старые фильмы и обсуждаете их на паре пишите рецензии и тд,0
прикольный был преподаватель учил правилам настройки фотоаппарата и телефона за весь семестр нужно сделать альбом с фото на разные тематики которые он дал,0
электив мало дает понимания о начислении налогов и преподаватель имеет странную оценочную систему и относится предвзято к ученикам,0
подробное разъяснение материала,0
электив направлен на работу с сайтами и лонгридами с точки зрения текста и в целом если хотите узнать о написании текстов рекламы объявлений и т п здесь эти темы затрагиваются много будете изучать о шрифтах мне как человеку связанному с рисованием эта тема показалась наиболее интересной будут разные формы работы будете оценивать книжные обложки и странные объявления из газет электив понятный для человека не связанного напрямую с гуманитарными профессиями домашние задания легко выполняются и довольно занимательныенапример одним из заданий у меня было фиксация шрифтов которые я вижу по пути от дома до института,0
название электива звучит скучно но это далеко не так начнется он логично с истории будете изучать первые рукописи и прочее но это будет проводиться в необычной форме например будет дискурс о том что лучше пергамент или папирус затем вы перейдете к более современным проблемам и это уже будет интересно само по себе на электив лучше взять друга чтобы работать в команде и выполнять домашнее задание вместе как правило это будет подготовка докладов на разные темы,0
электив будет состоять из двух частей и чем то напоминать рим и цк одна часть будет теоретическая и на нее будет уходить больше всего времени вторая практическая теоретическая часть состоит из изучения архивов музеев мира и сбора материала для итогового проекта которым является виртуальная экскурсия  созданная в программе юнити практическая часть состоит улучшения ваших навыков создания презентаций научитесь создавать карты музеев и маршрутные листы а так же работать в юнити убедительная просьба взять себе на этот электив друга программиста если вы очень слабы в подобных вещах это облегчит вам создание итогового проекта так как для неподготовленного человека работа в этой программе будет довольно сложной а времени на освоение мало,0
преимущества онлайн есть ответы можно делать тесты на неделе,0
аржловский вроде как человек норм но как препод не очень,0
много гостей предпринимателей иногда дельные дела говорят а иногда много воды,0
электив топ сильно заморачиваться не надо,0
бесполезен если вы не заинтересованы в ней проходит онлайн поэтому сэкономит вам время не так прост как кажется но все же рекомендую если не знаете что выбрать или не хотите выбирать,0
для тех кто хочу развить речь не рекомендую его выбирать если планируете операции на зубы на элективе два преподавателя которые ведут свои области знаний дыхание и речь объясняется все доступно много практики иногда отпускают раньше иногда даже очень раньше благодаря элективу у вас за кружится голова и за болят скулы но это только с непривычки вы выйдете из зоны комфорта будьте готовы к этому вы почувствуете все пассивные мышцы лица и разовьете множество полезных навыков которые помогут вам как в повседневности так и в профессиональной деятельности,0
современный английский ведет очень очень старая бабушка которая еле дышит на самом элективе изучаем диалекты акценты никакой практики скучно нудно бесполезно,0
препод классный задания нескучные где то подумать надо где то просто логику включить также есть творческое задание проект по созданию видео изучаются яды их влияние на человека какие следы в организме они оставляют катастрофы связанные с утечкой веществ,0
электив достаточно легкий и веселый его проводят в ифк лучше всего записываться группой тк на практиках вы будете заниматься в спортзалеиграть в разные народные игры и тд в течении электива главное приходить на пары сделать один доклад про какую нибудь народность и провести игру на практике с преподавателем хорошие дружественные отношения если вы не особо ладите с людьми и хотите записаться один то не надо этого делать лучше выбрать другой электив,0
